SquareFeet,Bedrooms,Bathrooms,Price,Neighborhood_Suburb,Neighborhood_Urban,HouseAge
0.20726267504795867,4,1,215355.28361820136,False,False,0.7917839354330526
0.7860463005313661,3,2,195014.22162584803,False,False,0.26084978019627436
-0.2550689897526011,2,1,306891.0120763329,True,False,0.743517194047891
0.4992616212377859,2,1,206786.78715332696,False,True,-0.5114180819663122
0.2142150309096212,5,2,272436.239065061,True,False,-0.7527517888921206
0.15338191712007387,2,3,198208.80390657103,True,False,-1.669819875210192
1.2466398763665103,2,1,343429.3191099182,True,False,-0.3666178578108273
0.06473937988387633,4,3,184992.321268412,False,False,1.3709848320549927
1.0971642253407654,4,3,377998.58815204125,False,True,1.2744513492846692
-1.5395167351947578,5,2,95961.92601406392,False,True,-0.8975520130476056
-0.9398760421263626,5,3,191113.7686788604,True,False,1.6605852803659626
0.40192863917451016,3,3,253358.64500167352,True,False,-0.07701740949985729
-1.1762561414228894,2,2,132172.3926169813,True,False,-0.3183511164256656
0.8260223467359259,4,3,231157.02767588635,True,False,-0.1735508922701806
-1.5986117600188894,4,1,118393.82316264397,False,True,0.453916745736921
0.676546695710181,2,2,267377.3996858498,True,False,-0.3666178578108273
0.20204840815171177,5,2,190773.14856300573,False,False,1.4192515734401543
-0.23595001113302908,4,2,172989.80490101498,True,False,0.40565000435175935
1.1823305846461316,5,1,239222.6677969504,False,True,0.309116521581436
-1.523873934506017,4,3,143050.20178240183,False,False,1.1296511251291843
1.1788544067153004,4,3,405523.82831733953,False,True,-0.6562183061217972
0.5653090019235801,3,3,263954.1540627713,False,False,0.35738326296659767
-0.41323508560542416,4,1,148310.62016790514,True,False,1.0813843837440227
-1.1536609848724861,2,3,151733.92248999208,False,False,-1.3319526855140604
0.8833792825946419,2,3,307961.1073823952,False,True,-1.3319526855140604
0.7478083432922221,2,1,276162.86180465267,False,False,-0.8975520130476056
-0.3506638828504612,5,1,243985.2054715822,False,False,-0.8010185302772822
-1.0806612483250293,4,3,88030.54185271678,False,False,-0.5114180819663122
0.36195259296995047,5,1,282908.98169371625,False,True,1.6123185389808008
-0.08995053803811547,3,1,240976.55176671065,False,False,-1.380219426899222
-1.270112945555334,4,1,104747.33458904953,False,False,0.9848509009736993
0.3080718350420657,2,2,347207.38956128363,True,False,1.2744513492846692
-0.952042664884272,3,2,77493.9314389322,False,False,-0.9940854958179288
0.5739994467506583,3,3,331851.0816694101,True,False,-1.0906189785882523
-1.7133256317363217,4,3,110408.67080143408,False,False,-1.3319526855140604
-1.3118270807253092,2,1,127932.75677961828,False,True,-0.3666178578108273
-0.45147304284456824,5,3,228683.2269961876,False,False,0.16431629742595102
-0.26202134561426366,4,2,124711.70785494654,False,False,1.2744513492846692
1.003307421208321,2,3,415850.77083678055,True,False,-0.7527517888921206
-0.9259713304030375,3,3,184819.96119001516,False,True,1.2744513492846692
0.1307867605696706,4,2,164855.98777549056,True,False,0.9365841595885376
-0.8634001276480745,3,2,156928.01471681413,True,False,-0.8010185302772822
1.2136161860236132,2,1,282457.8613741379,False,True,0.6952504526627293
0.8555698591479918,5,1,287591.6728221959,False,True,-1.7180866165953539
-0.5349013131845188,5,1,156313.5941951282,False,False,1.2261846078995076
-0.05518875872980271,3,3,279764.3710402287,True,False,-1.4767529096695455
1.3891631715305928,3,3,366494.48060208897,True,False,1.1296511251291843
-1.4213266855464943,3,3,244539.2816890332,False,True,-1.0423522372030904
-0.0864743601072842,4,2,239299.9944944986,False,False,-0.4148845991959889
-0.5574964697349222,2,3,249148.34468610145,False,True,-0.4148845991959889
-0.0864743601072842,3,2,304197.5798399542,False,False,-0.3183511164256656
-0.7730195014464613,3,3,89378.55062087673,False,False,-1.3319526855140604
1.550805445314247,3,3,427295.4046033164,False,False,-0.12528415088501896
1.0137359550008147,5,2,328501.8015463275,True,False,1.3709848320549927
0.45233321917156366,3,2,215867.4189845816,False,True,-0.1735508922701806
-0.3054735697496546,2,2,190058.8928999779,False,False,-0.7044850475069588
0.9059744391450453,5,1,259751.15444635935,False,True,0.7917839354330526
0.25592916607959654,2,1,166810.3886512713,False,False,-1.428486168284384
0.8712126598367325,5,3,352932.1624639027,True,False,-1.0423522372030904
1.4517343742855557,5,3,422042.91851435706,False,True,-1.380219426899222
-0.6270200283515477,4,3,91423.61964633202,True,False,-0.4148845991959889
-1.7150637207017372,5,1,220053.8603574218,False,False,0.11604955604078936
-0.2898307690609139,5,3,216148.20845399628,True,False,1.177917866514346
-1.461302731751054,2,2,161587.15372788318,True,False,0.6469837112775676
0.5044758881340328,2,2,194967.9094711132,False,True,-1.5250196510547072
-1.077185070394198,3,1,152828.720291152,False,False,-0.8010185302772822
-0.7069721207606671,4,2,256725.9809436184,False,False,-0.8010185302772822
-1.202327475904124,5,2,98039.30310069738,True,False,-0.1735508922701806
-1.7272303434596468,4,3,164858.18694892063,False,True,-0.8010185302772822
-1.3309460593448812,3,2,199373.18209909197,False,True,0.019516073270466037
-0.40106846284751474,4,2,181245.4467436535,False,True,-1.380219426899222
0.6296182936439587,5,1,209700.7184829428,True,False,1.0813843837440227
-0.76954332351563,2,2,163053.3920501942,False,False,0.11604955604078936
-0.19075969803222248,4,2,304004.68986597785,False,False,0.5021834871220826
0.619189759851465,5,3,308830.9396512381,False,True,-0.8975520130476056
-1.591659404157227,3,3,194294.00184175,False,True,-1.2836859441288988
0.6661181619176871,5,3,172777.3198326151,False,True,-1.6215531338250304
-0.08995053803811547,4,1,197656.07026552537,True,False,-0.4631513405811506
0.8190699908742634,5,3,273365.49912049377,False,True,-0.028750668114695625
0.7721415888080411,5,2,216047.21814963987,False,False,0.6469837112775676
-0.8668763055789057,4,1,149586.15312931265,False,True,0.9848509009736993
-0.40280655181293035,4,2,214171.08224172727,True,False,0.21258303881111268
1.6672574059970948,3,2,277419.0001600792,False,False,1.4192515734401543
-1.6907304751859182,5,3,117295.37520060757,False,False,-0.3666178578108273
-1.3935172620998442,2,1,180760.867453112,False,True,-0.5114180819663122
0.16902471780881462,4,1,202715.1601476104,True,False,1.5157850562104775
1.6481384273775228,5,3,378403.5710107572,False,False,-1.2836859441288988
1.0050455101737366,2,1,257776.0924243205,True,False,1.177917866514346
1.5438530894525844,2,2,266046.87792908505,True,False,-1.7180866165953539
